Report,Section,Sub section,Heading,Heading,Domain Agreement,Construct Agreement,WB CFIR domain,WB CFIR construct,Confidence/ Notes,SE CFIR domain,SE CFIR construct,Confidence/ Notes,Consensus Convo,Domain Consensus,Construct Consensus
4,County Specifics,Berkeley,Lessons Learned,Implementing a Technology based Program for Isolated Older Adults Takes Considerable Effort. Use key community members and organizations to assist with recruitment and make clear connections between what the mental health app does and how it relates to the individual participants.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
4,County Specifics,Berkeley,Lessons Learned,"The main lessons learned, which are also recommendations and would be Cross County/City sharing as well would be to utilize a Marketing Firm as it was very successful in driving potential users to the project.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
4,County Specifics,Berkeley,Lessons Learned,"During the year the Apps were implemented, HeadSpace received more App sign ins than myStrength.",Agree,Agree,Innovation,Relative advantage,,Innovation,Relative advantage,,,Innovation,Relative advantage
4,County Specifics,Berkeley,Lessons Learned,It is important to think through how you will close out an App and the communication process and messaging that will be used.,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
2,County Specifics,Berkeley County,Lessons Learned,It was good to learn from some of the users that the myStrength App had been helpful to them.,Disagree,Disagree,Individuals,Innovation recipients,,Implementation Process,Reflecting & Evaluating,Not confident,SE had Implementation Process	Reflecting & Evaluating,Individuals,Innovation recipients
2,County Specifics,Berkeley County,Lessons Learned,"Regular brainstorm and Q&A opportunities, particularly Tech Lead Collaboration meetings, with fellow Help@Hand jurisdictions are valuable for supporting such a dynamic project implementation process",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
2,County Specifics,Berkeley County,Lessons Learned,A shared understanding of project objectives is key,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
2,County Specifics,Berkeley County,Recommendations,Objectives should be revisited with stakeholders on an ongoing basis,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
2,County Specifics,Berkeley County,Recommendations,"Regularly reteach and reinforce expectations regarding the required implementation documentation, both as a best practice and also to support counties/cities experiencing staff turnover or project pauses;",Agree,Agree,Implementation process,Engaging: Innovation deliverers,,Implementation Process,Engaging: Innovation Deliverers,,,Implementation process,Engaging: Innovation deliverers
2,County Specifics,Berkeley County,Recommendations,"Consider offering support to connect smaller cohorts of similarly sized/similarly resourced jurisdictions on a quarterly or biannual basis, as progress of a very large county might be presented as a watershed project milestone but very inappropriate for a small jurisdiction to aspire to.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
